0	می‌اندیشم	اندیش|می|می|می|می	اندیشید	می + اندیش + م|می + اند + ی + ش + م|می + اند + ی + ش + م|می + اند + ی + ش + م|می + اند + ی + ش + م	V+O|N1+V+O+O+O|N1+V+O+O+V|N1+V+O+O+O|N1+V+O+O+V	فعل حال اخباری+اول شخص مفرد|اسم + فعل سوم شخص جمع + ی + ضمیر ملکی سوم شخص مفرد + ضمیر ملکی اول شخص مفرد|اسم + فعل سوم شخص جمع + ی + ضمیر ملکی سوم شخص مفرد + فعل اول شخص مفرد|اسم + فعل سوم شخص جمع + ی + ضمیر ملکی سوم شخص مفرد + ضمیر ملکی اول شخص مفرد|اسم + فعل سوم شخص جمع + ی + ضمیر ملکی سوم شخص مفرد + فعل اول شخص مفرد	
15	بسیار	بسیار|بسیار|سیار|بس	بسیار	بسیار|بسیار|ب + سیار|بس + یار	A0|Ad|O+A0|A0+O	صفت|قید|ب + صفت|صفت + یار	
16	سخن	سخن	سخن	سخن	N1	اسم	
17	نیکو	نیکو	نیکو	نیکو	A0	صفت	
18	گفت	گفت|گفت	گفت	گفت|گفت	V+O|N1	فعل ماضی ساده+سوم شخص مفرد|اسم	
19	،	،	،	،	Si	علامت	
20	و	و|و|و	و	و|و|و	C0|Al|Ab	حرف ربط|حروف الفبا|اختصارات	
21	فذلک	فذلک	فذلک	فذلک	O	_
22	آن	ان	آن	ان	Ab	اختصارات	
23	بود	بود|بود|بود|بو|ود	بود	بود|بود|بود|بو + د|ب + ود	V+O|N1|V+O|V+O|O+N1	فعل ماضی ساده+سوم شخص مفرد|اسم|فعل ماضی ساده+سوم شخص مفرد|فعل مضارع ساده+سوم شخص مفرد|ب + اسم	
24	که	که|که|که|که	که	که|که|که|که	C0|NA|N1|N1	حرف ربط|ضمیر پرسشی|اسم|اسم	
25	بودنی	بود|بود|ود	بودنی	بود + نی|بود + نی|ب + ود + نی	V2+O|V3+O|O+N1+O	بن ماضی + نی|فعل اسنادی + نی|ب + اسم + نی	
26	بوده‌است	بود|بود	بوده‌است	بود + ه + است|بود + ه + است	V+O|V+O	فعل ماضی نقلی+سوم شخص مفرد|فعل ماضی نقلی+سوم شخص مفرد	
27	.	.	.	.	Si	علامت	

0	به	به|به	به	به|به	Pr|N1	حرف اضافه|اسم	
1	سر	سر|سر|سر|سر	سر	سر|سر|سر|سر	V|N1|N1|N9	فعل امر مثبت|اسم|اسم|اسم موجود در ساختمان حرف اضافه و حرف ربط گروهی	
2	نشاط	نشاط	نشاط	نشاط	N1	اسم	
3	بازباید	باید	بازباید	باز + باید	O+V4	باز + فعل وجه نما	
4	شد	شد	شد	شد	V+O	فعل ماضی ساده+سوم شخص مفرد	
5	و	و|و|و	و	و|و|و	C0|Al|Ab	حرف ربط|حروف الفبا|اختصارات	
6	امیر	امیر	امیر	امیر	N3	اسم خاص اشخاص	
7	ایشان	ایشان	ایشان	ایشان	N5	ضمیر فاعلی	
8	را	را	را	را	Po	حرف اضافه پسین	
9	بنواخت	نواخت	بنواخت	ب + نواخت	V+O	فعل ماضی التزامی+سوم شخص مفرد	
10	و	و|و|و	و	و|و|و	C0|Al|Ab	حرف ربط|حروف الفبا|اختصارات	
11	گفت	گفت|گفت	گفت	گفت|گفت	V+O|N1	فعل ماضی ساده+سوم شخص مفرد|اسم	
12	«	«	«	«	Si	علامت	
13	مرا	مرا	مرا	مرا	N5	ضمیر فاعلی	
14	فراموش	فراموش|موش	فراموش	فراموش|فرا + موش	N1|O+N1	اسم|فرا + اسم	
15	مکنید	مکنید	مکنید	مکنید	O	_
16	.	.	.	.	Si	علامت	
17	»	»	»	»	Si	علامت	
18	و	و|و|و	و	و|و|و	C0|Al|Ab	حرف ربط|حروف الفبا|اختصارات	
19	بازگشتند	بازگشت|بازگشت	بازگشتند	بازگشت + ند|بازگشت + ند	V+O|N1+V	فعل ماضی ساده+سوم شخص جمع|اسم + فعل سوم شخص جمع	
20	و	و|و|و	و	و|و|و	C0|Al|Ab	حرف ربط|حروف الفبا|اختصارات	
21	آنچه	آنچه	آنچه	آنچه	N1	اسم	
22	رفته‌بود	رفت|رفت	رفته‌بود	رفت + ه + بود|رفت + ه + بود	V+O|V+O	فعل ماضی بعید+سوم شخص مفرد|فعل ماضی بعید+سوم شخص مفرد	
23	با	با	با	با	Pr	حرف اضافه	
24	حاجب	حاجب	حاجب	حاجب	N1	اسم	
25	بزرگ	بزرگ	بزرگ	بزرگ	A0	صفت	
26	علی	علی|علی	علی	علی|علی	N3|A0	اسم خاص اشخاص|صفت	
27	گفتند	گفت|گفت	گفت	گفت + ند|گفت + ند	V+O|N1+V	فعل ماضی ساده+سوم شخص جمع|اسم + فعل سوم شخص جمع	
28	.	.	.	.	Si	علامت	

0	،	،	،	،	Si	علامت	
1	ای	ای|ای	ای	ای|ای	Intj|Ab	صوت|اختصارات	
2	که	که|که|که|که	که	که|که|که|که	C0|NA|N1|N1	حرف ربط|ضمیر پرسشی|اسم|اسم	
3	مرا	مرا	مرا	مرا	N5	ضمیر فاعلی	
4	مایه‌ی	مایه	مایه	مایه + ی	N1+O	اسم + ی	
5	حظی	حظ	حظ	حظ + ی	N1+O	اسم + ی	
6	و	و|و|و	و	و|و|و	C0|Al|Ab	حرف ربط|حروف الفبا|اختصارات	
7	سروری	سروری|سرور|سرور|سر	سرور	سروری|سرور + ی|سرور + ی|سر + ور + ی	N1|N1+O|N1+O|V1+O+O	اسم|اسم + ی|اسم + ی|بن مضارع + ور + ی	
8	و	و|و|و	و	و|و|و	C0|Al|Ab	حرف ربط|حروف الفبا|اختصارات	
9	زهر	زهر	زهر	زهر	N1	اسم	
10	عیب	عیب	عیب	عیب	N1	اسم	
11	به	به|به	به	به|به	Pr|N1	حرف اضافه|اسم	
12	دوری	دوری|دور|دور	دور	دوری|دور + ی|دور + ی	N1|A0+O|N1+O	اسم|صفت + ی|اسم + ی	
13	و	و|و|و	و	و|و|و	C0|Al|Ab	حرف ربط|حروف الفبا|اختصارات	
14	چو	چو	چو	چو	N1	اسم	
15	یکپارچه	یک‌پارچه	یکپارچه	یک‌پارچه	A0	صفت	
16	نوری	نوری|نور	نوری	نوری|نور + ی	A0|N1+O	صفت|اسم + ی	
17	و	و|و|و	و	و|و|و	C0|Al|Ab	حرف ربط|حروف الفبا|اختصارات	
18	به	به|به	به	به|به	Pr|N1	حرف اضافه|اسم	
19	دل	دل	دل	دل	N1	اسم	
20	همچو	همچو|چو	همچو	همچو|هم + چو	A0|O+N1	صفت|هم + اسم	
21	بلوری	بلوری|بلور|لور	بلور	بلوری|بلور + ی|ب + لور + ی	A0|N1+O|O+N1+O	صفت|اسم + ی|ب + اسم + ی	
22	و	و|و|و	و	و|و|و	C0|Al|Ab	حرف ربط|حروف الفبا|اختصارات	
23	مبرا	مبرا	مبرا	مبرا	A0	صفت	
24	ز	ز|ز	ز	ز|ز	Ab|Al	اختصارات|حروف الفبا	
25	غروری	غرور	غرور	غرور + ی	N1+O	اسم + ی	
26	و	و|و|و	و	و|و|و	C0|Al|Ab	حرف ربط|حروف الفبا|اختصارات	
27	پر	پر|پر|پر	پر	پر|پر|پر	V|A0|N1	فعل امر مثبت|صفت|اسم	
28	از	از	از	از	Pr	حرف اضافه	
29	شعر	شعر	شعر	شعر	N1	اسم	
30	و	و|و|و	و	و|و|و	C0|Al|Ab	حرف ربط|حروف الفبا|اختصارات	
31	شعوری	شعوری|شعور	شعور	شعوری|شعور + ی	A0|N1+O	صفت|اسم + ی	
32	،	،	،	،	Si	علامت	
33	با	با	با	با	Pr	حرف اضافه	
34	درودی	درودی|درود	درود	درودی|درود + ی	N4|N1+O	اسم فامیل|اسم + ی	
35	و	و|و|و	و	و|و|و	C0|Al|Ab	حرف ربط|حروف الفبا|اختصارات	
36	سلامی	سلامی|سلام	سلامی	سلامی|سلام + ی	N4|N1+O	اسم فامیل|اسم + ی	
37	و	و|و|و	و	و|و|و	C0|Al|Ab	حرف ربط|حروف الفبا|اختصارات	
38	نویدی	نویدی|نوید|نوید	نوید	نویدی|نوید + ی|نوید + ی	N4|V+O|N1+O	اسم فامیل|فعل ماضی ساده+دوم شخص مفرد|اسم + ی	
39	و	و|و|و	و	و|و|و	C0|Al|Ab	حرف ربط|حروف الفبا|اختصارات	
40	پیامی	پیام	پیام	پیام + ی	N1+O	اسم + ی	
41	و	و|و|و	و	و|و|و	C0|Al|Ab	حرف ربط|حروف الفبا|اختصارات	
42	حدیثی	حدیث	حدیث	حدیث + ی	N1+O	اسم + ی	
43	و	و|و|و	و	و|و|و	C0|Al|Ab	حرف ربط|حروف الفبا|اختصارات	
44	کلامی	کلامی|کلام	کلام	کلامی|کلام + ی	A0|N1+O	صفت|اسم + ی	
45	زره	زره|زر|زر	زره	زره|زر + ه|زر + ه	N1|N1+O|N1+O	اسم|اسم + ه|اسم + ه	
46	دور	دور|دور	دور	دور|دور	A0|N1	صفت|اسم	
47	،	،	،	،	Si	علامت	
48	از	از	از	از	Pr	حرف اضافه	
49	این	این|این	این	این|این	A1|N6	صفت اشاره|ضمیر اشاره	
50	عاشق	عاشق	عاشق	عاشق	A0	صفت	
51	رنجور	رنجور|رنج	رنجور	رنجور|رنج + ور	A0|V1+O	صفت|بن مضارع + ور	
52	،	،	،	،	Si	علامت	
53	به	به|به	به	به|به	Pr|N1	حرف اضافه|اسم	
54	تو	تو|تو|تو	تو	تو|تو|تو	N5|Ad|N1	ضمیر فاعلی|قید|اسم	
55	ای	ای|ای	ای	ای|ای	Intj|Ab	صوت|اختصارات	
56	دلبر	دلبر|دل	دلبر	دلبر|دل + بر	N1|N1+O	اسم|اسم + بر	
57	مهجور	مهجور	مهجور	مهجور	A0	صفت	
58	،	،	،	،	Si	علامت	
59	که	که|که|که|که	که	که|که|که|که	C0|NA|N1|N1	حرف ربط|ضمیر پرسشی|اسم|اسم	
60	باشی	باش	بود	باش + ی	V+O	فعل مضارع ساده+دوم شخص مفرد	
61	به	به|به	به	به|به	Pr|N1	حرف اضافه|اسم	
62	هنر	هنر	هنر	هنر	N1	اسم	
63	شهره	شهره|شهره|شهر	شهره	شهره|شهره|شهر + ه	N3|N1|N1+O	اسم خاص اشخاص|اسم|اسم + ه	
64	و	و|و|و	و	و|و|و	C0|Al|Ab	حرف ربط|حروف الفبا|اختصارات	
65	مشهور	مشهور	مشهور	مشهور	A0	صفت	
66	و	و|و|و	و	و|و|و	C0|Al|Ab	حرف ربط|حروف الفبا|اختصارات	
67	نباشد	باش	بود	ن + باش + د	V+O	فعل حال التزامی منفی+سوم شخص مفرد	
68	به	به|به	به	به|به	Pr|N1	حرف اضافه|اسم	
69	دلت	دل	دل	دل + ت	N1+O	اسم + ضمیر ملکی دوم شخص مفرد	
70	جور	جور|جور	جور	جور|جور	A0|N1	صفت|اسم	
71	و	و|و|و	و	و|و|و	C0|Al|Ab	حرف ربط|حروف الفبا|اختصارات	
72	جفایی	جفا	جفا	جفا + یی	N1+O	اسم + یی	
73	،	،	،	،	Si	علامت	
74	که	که|که|که|که	که	که|که|که|که	C0|NA|N1|N1	حرف ربط|ضمیر پرسشی|اسم|اسم	
75	تو	تو|تو|تو	تو	تو|تو|تو	N5|Ad|N1	ضمیر فاعلی|قید|اسم	
76	خود	خود|خود	خود	خود|خود	O|N1	ضمیر مشترک/متقابل|اسم	
77	اصل	اصل	اصل	اصل	A0	صفت	
78	وفایی	وفایی|وفا	وفا	وفایی|وفا + یی	N4|N1+O	اسم فامیل|اسم + یی	
79	و	و|و|و	و	و|و|و	C0|Al|Ab	حرف ربط|حروف الفبا|اختصارات	
80	بهین	بهین|هین|به	بهین	بهین|ب + هین|به + ین	A0|O+N1|N1+O	صفت|ب + اسم|اسم + ین	
81	شاعر	شاعر	شاعر	شاعر	N1	اسم	
82	مایی	مائی	ما	مائی	O	صورت واجی ریشه: mA'i	
83	و	و|و|و	و	و|و|و	C0|Al|Ab	حرف ربط|حروف الفبا|اختصارات	
84	به	به|به	به	به|به	Pr|N1	حرف اضافه|اسم	
85	درددل	درددل	درددل	درددل	N1	اسم	
86	عشاق	عشاق	عشاق	عشاق	N1	اسم	
87	دوایی	دوایی|دوا|دو|دو	دوا	دوایی|دوا + یی|دو + ا + یی|دو + ا + یی	A0|N1+O|O+O+O|N1+O+O	صفت|اسم + یی|ریشه مضارع + ا + یی|اسم + ا + یی	
88	،	،	،	،	Si	علامت	
89	به	به|به	به	به|به	Pr|N1	حرف اضافه|اسم	
90	چه	چه|چه|چه	چه	چه|چه|چه	NA|C0|A0	ضمیر پرسشی|حرف ربط|صفت	
91	حالی	حالی|حال	حال	حالی|حال + ی	A0|N1+O	صفت|اسم + ی	
92	و	و|و|و	و	و|و|و	C0|Al|Ab	حرف ربط|حروف الفبا|اختصارات	
93	کجایی	کجایی	کجا	کجایی	NA	ضمیر پرسشی	
94	،	،	،	،	Si	علامت	
95	ز	ز|ز	ز	ز|ز	Ab|Al	اختصارات|حروف الفبا	
96	برم	برم|بر|بر|بر	برد	برم|بر + م|بر + م|بر + م	N1|V+O|N1+O|N1+V	اسم|فعل مضارع ساده+اول شخص مفرد|اسم + ضمیر ملکی اول شخص مفرد|اسم + فعل اول شخص مفرد	
97	دور	دور|دور	دور	دور|دور	A0|N1	صفت|اسم	
98	چرایی	چرایی|چرا|چر	چرایی	چرایی|چرا + یی|چر + ا + یی	N1|N1+O|O+O+O	اسم|اسم + یی|ریشه مضارع + ا + یی	
99	،	،	،	،	Si	علامت	
100	ارچه	ارچه	ارچه	ارچه	O	_
101	ما	ما	ما	ما	N5	ضمیر فاعلی	
102	را	را	را	را	Po	حرف اضافه پسین	
103	نبود	نبود|بود|بود|بو	بود	نبود|ن + بود|ن + بود|ن + بو + د	N1|V+O|V+O|V+O	اسم|فعل ماضی ساده منفی+سوم شخص مفرد|فعل ماضی ساده منفی+سوم شخص مفرد|فعل حال التزامی منفی+سوم شخص مفرد	
104	طاقت	طاقت	طاقت	طاقت	N1	اسم	
105	هجران	هجران|هجر	هجران	هجران|هجر + ان	N1|N1+O	اسم|اسم + ان	
106	رخت	رخت|رخ|رخ	رخت	رخت|رخ + ت|رخ + ت	N1|N1+O|N1+O	اسم|اسم + ضمیر ملکی دوم شخص مفرد|اسم + ضمیر ملکی دوم شخص مفرد	
107	ایمه	ایمه	ایمه	ایمه	N1	اسم	
108	زیبا	زیبا|زیب	زیبا	زیبا|زیب + ا	A0|O+O	صفت|ریشه مضارع + ا	
109	،	،	،	،	Si	علامت	
110	دارم	دار|دار|دار	داشت	دار + م|دار + م|دار + م	V+O|N1+O|N1+V	فعل مضارع ساده+اول شخص مفرد|اسم + ضمیر ملکی اول شخص مفرد|اسم + فعل اول شخص مفرد	
111	امید	امید|ام	امید	امید|ام + ید	N3|N1+V	اسم خاص اشخاص|اسم + فعل دوم شخص جمع	
112	که	که|که|که|که	که	که|که|که|که	C0|NA|N1|N1	حرف ربط|ضمیر پرسشی|اسم|اسم	
113	لطف	لطف	لطف	لطف	N1	اسم	
114	ازلی	ازلی|ازل	ازل	ازلی|ازل + ی	A0|N1+O	صفت|اسم + ی	
115	در	در|در|در|در|در	در	در|در|در|در|در	Pr|V|N1|N1|VPr	حرف اضافه|فعل امر مثبت|اسم|اسم|پیشوند فعل	
116	همه	همه|همه	همه	همه|همه	N1|A2	اسم|صفت مبهم	
117	احوال	احوال|حال	احوال	احوال|حال	A0|O	صفت|اسم مفرد جمع مکسر	
118	بسی	بسی|بس	بس	بسی|بس + ی	Ad|A0+O	قید|صفت + ی	
119	شامل	شامل	شامل	شامل	A0	صفت	
120	حالت	حالت|حال	حالت	حالت|حال + ت	N1|N1+O	اسم|اسم + ضمیر ملکی دوم شخص مفرد	
121	شده‌باشد	شد	شده‌باشد	شد + ه + باش + د	V3+O+O+O	فعل اسنادی + ه + باش + د	
122	و	و|و|و	و	و|و|و	C0|Al|Ab	حرف ربط|حروف الفبا|اختصارات	
123	دگر	دگر|دگر	دگر	دگر|دگر	V|A0	فعل امر مثبت|صفت	
124	همچو	همچو|چو	همچو	همچو|هم + چو	A0|O+N1	صفت|هم + اسم	
125	گذشته‌بشوی	گذشت	گذشته‌بشوی	گذشت + ه + ب + شو + ی	V+O	فعل مجهول مضارع التزامی+دوم شخص مفرد	
126	همره	همره|ره|ره	همره	همره|هم + ره|هم + ره	A0|V+O|O+N1	صفت|فعل مضارع ساده+سوم شخص مفرد|هم + اسم	
127	و	و|و|و	و	و|و|و	C0|Al|Ab	حرف ربط|حروف الفبا|اختصارات	
128	مأنوس	مأنوس	مأنوس	مأنوس	A0	صفت	
129	به	به|به	به	به|به	Pr|N1	حرف اضافه|اسم	
130	سلم	سل|سل	سلم	سل + م|سل + م	N1+O|N1+V	اسم + ضمیر ملکی اول شخص مفرد|اسم + فعل اول شخص مفرد	
131	و	و|و|و	و	و|و|و	C0|Al|Ab	حرف ربط|حروف الفبا|اختصارات	
132	خوشی	خوشی|خوش	خوش	خوشی|خوش + ی	N1|A0+O	اسم|صفت + ی	
133	و	و|و|و	و	و|و|و	C0|Al|Ab	حرف ربط|حروف الفبا|اختصارات	
134	صدق	صدق	صدق	صدق	N1	اسم	
135	و	و|و|و	و	و|و|و	C0|Al|Ab	حرف ربط|حروف الفبا|اختصارات	
136	صفا	صفا	صفا	صفا	N1	اسم	
137	و	و|و|و	و	و|و|و	C0|Al|Ab	حرف ربط|حروف الفبا|اختصارات	
138	کرم	کرم|کرم|کرم|کر|کر	کرم	کرم|کرم|کرم|کر + م|کر + م	N1|N1|N1|A0+O|A0+V	اسم|اسم|اسم|صفت + ضمیر ملکی اول شخص مفرد|صفت + فعل اول شخص مفرد	
139	و	و|و|و	و	و|و|و	C0|Al|Ab	حرف ربط|حروف الفبا|اختصارات	
140	جود	جود|جو	جود	جود|جو + د	N1|V+O	اسم|فعل مضارع ساده+سوم شخص مفرد	
141	و	و|و|و	و	و|و|و	C0|Al|Ab	حرف ربط|حروف الفبا|اختصارات	
142	سخا	سخا	سخا	سخا	O	_
143	و	و|و|و	و	و|و|و	C0|Al|Ab	حرف ربط|حروف الفبا|اختصارات	
144	دگر	دگر|دگر	دگر	دگر|دگر	V|A0	فعل امر مثبت|صفت	
145	الطاف	الطاف	الطاف	الطاف	N1	اسم	
146	خدا	خدا	خدا	خدا	N1	اسم	
147	دورکند	دور|دور	دورکند	دور + ک + ند|دور + ک + ند	A0+O+V|N1+O+V	صفت + ک + فعل سوم شخص جمع|اسم + ک + فعل سوم شخص جمع	
148	از	از	از	از	Pr	حرف اضافه	
149	تن	تن|تن|تن	تن	تن|تن|تن	V|N1|N1	فعل امر مثبت|اسم|اسم	
150	تو	تو|تو|تو	تو	تو|تو|تو	N5|Ad|N1	ضمیر فاعلی|قید|اسم	
151	رنج	رنج|رنج	رنج	رنج|رنج	V|N1	فعل امر مثبت|اسم	
152	و	و|و|و	و	و|و|و	C0|Al|Ab	حرف ربط|حروف الفبا|اختصارات	
153	بلا	بلا|لا	بلا	بلا|ب + لا	A0|O+A0	صفت|ب + صفت	
154	را	را	را	را	Po	حرف اضافه پسین	
155	!	!	!	!	Si	علامت	

0	الغرض	الغرض	الغرض	الغرض	N1	اسم	
1	،	،	،	،	Si	علامت	
2	تاتو	تاتو	تاتو	تاتو	N1	اسم	
3	در	در|در|در|در|در	در	در|در|در|در|در	Pr|V|N1|N1|VPr	حرف اضافه|فعل امر مثبت|اسم|اسم|پیشوند فعل	
4	این	این|این	این	این|این	A1|N6	صفت اشاره|ضمیر اشاره	
5	دهکده‌ی	دهکده|ده|ده	دهکده	دهکده + ی|ده + کده + ی|ده + کده + ی	N1+O|V1+O+O|N1+O+O	اسم + ی|بن مضارع + کده + ی|اسم + کده + ی	
6	کوچک	کوچک|کوچ	کوچک	کوچک|کوچ + ک	A0|N1+O	صفت|اسم + ک	
7	رایانه‌ای	رایانه‌ای|رایانه|رایان	رایانه	رایانه‌ای|رایانه + ای|رایان + ه + ای	A0|N1+O|V1+O+O	صفت|اسم + ای|بن مضارع + ه + ای	
8	ازبهر	ازبهر	ازبهر	ازبهر	Pr1	حرف اضافه گروهی	
9	دل	دل	دل	دل	N1	اسم	
10	ملت	ملت|مل	ملت	ملت|مل + ت	N1|N1+O	اسم|اسم + ضمیر ملکی دوم شخص مفرد	
11	بیداردل	بیداردل	بیداردل	بیداردل	A0	صفت	
12	خویش	خویش|خو	خویش	خویش|خو + ی + ش	O|N1+O+O	ضمیر مشترک/متقابل|اسم + ی + ضمیر ملکی سوم شخص مفرد	
13	،	،	،	،	Si	علامت	
14	به	به|به	به	به|به	Pr|N1	حرف اضافه|اسم	
15	افشاگری	افشاگری|افشاگر|افشا	افشاگر	افشاگری|افشاگر|افشا + گر	A0|A0|N1+O	صفت|صفت|اسم + گر	
16	و	و|و|و	و	و|و|و	C0|Al|Ab	حرف ربط|حروف الفبا|اختصارات	
17	شوخی	شوخی|شوخ	شوخ	شوخی|شوخ + ی	N1|A0+O	اسم|صفت + ی	
18	و	و|و|و	و	و|و|و	C0|Al|Ab	حرف ربط|حروف الفبا|اختصارات	
19	طنازی	طنازی|طناز	طناز	طنازی|طناز + ی	N1|A0+O	اسم|صفت + ی	
20	و	و|و|و	و	و|و|و	C0|Al|Ab	حرف ربط|حروف الفبا|اختصارات	
21	هم	هم|هم|هم	هم	هم|هم|هم	Ad|C0|O	قید|حرف ربط|ضمیر مشترک/متقابل	
22	دادن	داد	دادن	داد + ن	V2+O	بن ماضی + ن	
23	آگاهی	آگاهی|آگاه|آگاه	آگاهی	آگاهی|آگاه + ی|آگاه + ی	N1|V+O|A0+O	اسم|فعل مضارع ساده+دوم شخص مفرد|صفت + ی	
24	از	از	از	از	Pr	حرف اضافه	
25	اسرار	سر|سر|سر	اسرار	سر|سر|سر	O|O|O	اسم مفرد جمع مکسر|اسم مفرد جمع مکسر|اسم مفرد جمع مکسر	
26	مگو	مگو	مگو	مگو	A0	صفت	
27	دست	دست|دست	دست	دست|دست	N1|N9	اسم|اسم موجود در ساختمان حرف اضافه و حرف ربط گروهی	
28	گشودی	گشود	گشود	گشود + ی	V+O	فعل ماضی ساده+دوم شخص مفرد	
29	،	،	،	،	Si	علامت	
30	همگان	همگان|همه|گان	همگان	همگان|همه + گان|هم + گان	N1|N1+Pl|O+N1	اسم|اسم + علامت جمع|هم + اسم	
31	را	را	را	را	Po	حرف اضافه پسین	
32	به	به|به	به	به|به	Pr|N1	حرف اضافه|اسم	
33	سخن‌های	سخن	سخن	سخن + ها + ی	N1+Pl+O	اسم + علامت جمع + ی	
34	پر	پر|پر|پر	پر	پر|پر|پر	V|A0|N1	فعل امر مثبت|صفت|اسم	
35	از	از	از	از	Pr	حرف اضافه	
36	شهد	شهد	شهد	شهد	N1	اسم	
37	و	و|و|و	و	و|و|و	C0|Al|Ab	حرف ربط|حروف الفبا|اختصارات	
38	شکر	شکر	شکر	شکر	N1	اسم	
39	راغب	راغب	راغب	راغب	N1	اسم	
40	و	و|و|و	و	و|و|و	C0|Al|Ab	حرف ربط|حروف الفبا|اختصارات	
41	مشتاق	مشتاق	مشتاق	مشتاق	A0	صفت	
42	نمودی	نمود|نمود	نمود	نمود + ی|نمود + ی	V+O|N1+O	فعل ماضی ساده+دوم شخص مفرد|اسم + ی	
43	و	و|و|و	و	و|و|و	C0|Al|Ab	حرف ربط|حروف الفبا|اختصارات	
44	به	به|به	به	به|به	Pr|N1	حرف اضافه|اسم	
45	نیش	نیش|نی	نیش	نیش|نی + ش	N1|N1+O	اسم|اسم + ضمیر ملکی سوم شخص مفرد	
46	قلمت	قلم	قلم	قلم + ت	N1+O	اسم + ضمیر ملکی دوم شخص مفرد	
47	گردوغبار	گردوغبار	گردوغبار	گردوغبار	N1	اسم	
48	از	از	از	از	Pr	حرف اضافه	
49	رخ	رخ|رخ	رخ	رخ|رخ	N1|N1	اسم|اسم	
50	هر	هر	هر	هر	A1	صفت اشاره	
51	ناکس	ناکس|اکس	ناکس	ناکس|ن + اکس	A0|V	صفت|فعل امر منفی	
52	بی‌مغز	بی‌مغز	بی‌مغز	بی‌مغز	A0	صفت	
53	و	و|و|و	و	و|و|و	C0|Al|Ab	حرف ربط|حروف الفبا|اختصارات	
54	خرد	خرد|خرد|خر	خرد	خرد|خرد|خر + د	N1|A0|V+O	اسم|صفت|فعل مضارع ساده+سوم شخص مفرد	
55	پاک	پاک|پا	پاک	پاک|پا + ک	A0|N1+O	صفت|اسم + ک	
56	زدودی	زدود	زدودی	زدود + ی	V+O	فعل ماضی ساده+دوم شخص مفرد	
57	و	و|و|و	و	و|و|و	C0|Al|Ab	حرف ربط|حروف الفبا|اختصارات	
58	هم	هم|هم|هم	هم	هم|هم|هم	Ad|C0|O	قید|حرف ربط|ضمیر مشترک/متقابل	
59	از	از	از	از	Pr	حرف اضافه	
60	باطن	باطن	باطن	باطن	N1	اسم	
61	بی‌مایه‌ی	مایه	بی‌مایه	بی + مایه + ی	O+N1+O	بی + اسم + ی	
62	ارباب	ارباب	ارباب	ارباب	N1	اسم	
63	زر	زر|زر	زر	زر|زر	N1|N1	اسم|اسم	
64	و	و|و|و	و	و|و|و	C0|Al|Ab	حرف ربط|حروف الفبا|اختصارات	
65	زور	زور	زور	زور	N1	اسم	
66	و	و|و|و	و	و|و|و	C0|Al|Ab	حرف ربط|حروف الفبا|اختصارات	
67	ریا	ریا	ریا	ریا	N1	اسم	
68	پرده	پرده	پرده	پرده	N1	اسم	
69	گشودی	گشود	گشود	گشود + ی	V+O	فعل ماضی ساده+دوم شخص مفرد	
70	.	.	.	.	Si	علامت	
